strategy,feature,period,bucket,n_events,n_tp1_first,n_stop_first,n_neither,n_ambiguous,n_resolved_non_ambiguous,tp1_first_rate,stop_first_rate,net_path_rate,median_mfe_signal_r,median_mae_signal_r,median_time_to_first_path
MPG-001,avg_cross_asset_corr_24h,Discovery,HIGH,16,6,4,6,0,10,0.6,0.4,0.2,0.9261492537313432,-0.39558023834316786,1770.0
MPG-001,avg_cross_asset_corr_24h,Holdout,LOW,0,0,0,0,0,0,,,,,,
MPG-001,avg_cross_asset_corr_24h,Holdout,MID,1,0,1,0,0,1,0.0,1.0,-1.0,0.25,-3.5357142857142856,915.0
MPG-001,avg_cross_asset_corr_24h,Holdout,HIGH,33,23,8,2,0,31,0.7419354838709677,0.25806451612903225,0.4838709677419355,1.5934065934065933,-0.5273311897106109,405.0
MPG-001,avg_cross_asset_corr_24h,Full,LOW,11,6,5,0,0,11,0.5454545454545454,0.45454545454545453,0.09090909090909091,1.5644171779141105,-0.91,1110.0
MPG-001,avg_cross_asset_corr_24h,Full,MID,10,2,7,1,0,9,0.2222222222222222,0.7777777777777778,-0.5555555555555556,0.5441176470588235,-1.2010610079575597,915.0
MPG-001,avg_cross_asset_corr_24h,Full,HIGH,49,29,12,8,0,41,0.7073170731707317,0.2926829268292683,0.4146341463414634,1.191135734072022,-0.4747474747474747,495.0
MPG-001,market_breadth_24h,Discovery,LOW,11,6,4,1,0,10,0.6,0.4,0.2,1.7096774193548387,-0.6,1065.0
MPG-001,market_breadth_24h,Discovery,MID,7,2,5,0,0,7,0.2857142857142857,0.7142857142857143,-0.42857142857142855,0.8115942028985507,-1.7916666666666665,1500.0
MPG-001,market_breadth_24h,Discovery,HIGH,18,6,6,6,0,12,0.5,0.5,0.0,0.8831927319922128,-0.6964476120994444,1125.0
MPG-001,market_breadth_24h,Holdout,LOW,2,0,2,0,0,2,0.0,1.0,-1.0,2.157258064516129,-3.203341013824885,495.0
MPG-001,market_breadth_24h,Holdout,MID,8,4,3,1,0,7,0.5714285714285714,0.42857142857142855,0.14285714285714285,1.046616818084962,-0.7471536884739818,615.0
MPG-001,market_breadth_24h,Holdout,HIGH,24,19,4,1,0,23,0.8260869565217391,0.17391304347826086,0.6521739130434783,1.9257085561497327,-0.487301958491669,405.0
MPG-001,market_breadth_24h,Full,LOW,13,6,6,1,0,12,0.5,0.5,0.0,1.7096774193548387,-0.7557603686635944,900.0
MPG-001,market_breadth_24h,Full,MID,15,6,8,1,0,14,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0.902097902097902,-1.0434782608695652,1230.0
MPG-001,market_breadth_24h,Full,HIGH,42,25,10,7,0,35,0.7142857142857143,0.2857142857142857,0.42857142857142855,1.3342045995532281,-0.5515776827673933,525.0
MPG-001,market_rv_24h,Discovery,LOW,12,4,7,1,0,11,0.36363636363636365,0.6363636363636364,-0.2727272727272727,2.0376470588235294,-1.0805626598465472,780.0
MPG-001,market_rv_24h,Discovery,MID,11,4,5,2,0,9,0.4444444444444444,0.5555555555555556,-0.1111111111111111,0.684931506849315,-0.6647398843930635,1575.0
MPG-001,market_rv_24h,Discovery,HIGH,13,6,3,4,0,9,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.1968085106382977,-0.3457446808510638,885.0
MPG-001,market_rv_24h,Holdout,LOW,3,2,1,0,0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.138181818181818,-0.5273311897106109,495.0
MPG-001,market_rv_24h,Holdout,MID,2,2,0,0,0,2,1.0,0.0,1.0,4.292558395499572,-0.4661428396722514,2557.5
MPG-001,market_rv_24h,Holdout,HIGH,29,19,8,2,0,27,0.7037037037037037,0.2962962962962963,0.4074074074074074,1.4716006884681585,-0.6041666666666666,315.0
MPG-001,market_rv_24h,Full,LOW,15,6,8,1,0,14,0.42857142857142855,0.5714285714285714,-0.14285714285714285,2.138181818181818,-1.0434782608695652,772.5
MPG-001,market_rv_24h,Full,MID,13,6,5,2,0,11,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.8115942028985507,-0.6,1860.0
MPG-001,market_rv_24h,Full,HIGH,42,25,11,6,0,36,0.6944444444444444,0.3055555555555556,0.3888888888888889,1.3839484923822274,-0.431403588120006,472.5
MPG-001,market_return_24h,Discovery,LOW,11,5,5,1,0,10,0.5,0.5,0.0,1.1108312342569269,-0.7557603686635944,1410.0
MPG-001,market_return_24h,Discovery,MID,8,3,5,0,0,8,0.375,0.625,-0.25,0.9548167092924125,-1.4175724637681157,1177.5
MPG-001,market_return_24h,Discovery,HIGH,17,6,5,6,0,11,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.9402985074626864,-0.6647398843930635,1110.0
MPG-001,market_return_24h,Holdout,LOW,3,1,2,0,0,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.191135734072022,-2.870967741935484,75.0
MPG-001,market_return_24h,Holdout,MID,3,2,0,1,0,2,1.0,0.0,1.0,3.2547528517110265,-0.3146853146853146,1620.0
MPG-001,market_return_24h,Holdout,HIGH,28,20,7,1,0,27,0.7407407407407407,0.25925925925925924,0.48148148148148145,1.5597401065192475,-0.5515776827673933,405.0
MPG-001,market_return_24h,Full,LOW,14,6,7,1,0,13,0.46153846153846156,0.5384615384615384,-0.07692307692307693,1.1509834841644744,-1.1176470588235294,915.0
MPG-001,market_return_24h,Full,MID,11,5,5,1,0,10,0.5,0.5,0.0,1.0980392156862744,-0.3583815028901734,1177.5
MPG-001,market_return_24h,Full,HIGH,45,26,12,7,0,38,0.6842105263157895,0.3157894736842105,0.3684210526315789,1.1968085106382977,-0.5758241758241758,510.0
