strategy,feature,period,bucket,n_events,n_tp1_first,n_stop_first,n_neither,n_ambiguous,n_resolved_non_ambiguous,tp1_first_rate,stop_first_rate,net_path_rate,median_mfe_signal_r,median_mae_signal_r,median_time_to_first_path
MPG-001,cross_sectional_dispersion_24h,Discovery,MID,15,7,6,2,0,13,0.5384615384615384,0.46153846153846156,0.07692307692307693,1.5523809523809524,-0.91,765.0
MPG-001,cross_sectional_dispersion_24h,Discovery,HIGH,11,2,5,4,0,7,0.2857142857142857,0.7142857142857143,-0.42857142857142855,0.9402985074626864,-0.7557603686635944,1245.0
MPG-001,cross_sectional_dispersion_24h,Holdout,LOW,3,2,1,0,0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.2547528517110265,-0.356461503520327,915.0
MPG-001,cross_sectional_dispersion_24h,Holdout,MID,4,2,1,1,0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3839484923822274,-0.39471639471639464,75.0
MPG-001,cross_sectional_dispersion_24h,Holdout,HIGH,27,19,7,1,0,26,0.7307692307692307,0.2692307692307692,0.46153846153846156,1.5934065934065933,-0.6041666666666666,390.0
MPG-001,cross_sectional_dispersion_24h,Full,LOW,13,7,5,1,0,12,0.5833333333333334,0.4166666666666667,0.16666666666666666,1.0115606936416184,-0.6,1312.5
MPG-001,cross_sectional_dispersion_24h,Full,MID,19,9,7,3,0,16,0.5625,0.4375,0.125,1.4716006884681585,-0.4747474747474747,607.5
MPG-001,cross_sectional_dispersion_24h,Full,HIGH,38,21,12,5,0,33,0.6363636363636364,0.36363636363636365,0.2727272727272727,1.1648543199832706,-0.7095322153574581,495.0
MPG-001,avg_cross_asset_corr_24h,Discovery,LOW,11,6,5,0,0,11,0.5454545454545454,0.45454545454545453,0.09090909090909091,1.5644171779141105,-0.91,1110.0
MPG-001,avg_cross_asset_corr_24h,Discovery,MID,9,2,6,1,0,8,0.25,0.75,-0.5,0.588235294117647,-1.1538461538461537,870.0
