strategy,feature,period,trigger_hour,bucket,resolved_n,net_path_rate
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785459600000,LOW,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785463200000,LOW,5,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785466800000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785470400000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785474000000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785477600000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785481200000,LOW,4,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785499200000,LOW,4,0.5
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785506400000,LOW,5,0.2
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785510000000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785513600000,LOW,5,-0.6
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785524400000,LOW,4,0.5
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785531600000,LOW,6,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785535200000,LOW,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785546000000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785556800000,LOW,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785603600000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785607200000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785639600000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785643200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785661200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785664800000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785672000000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785733200000,LOW,3,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785776400000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785780000000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785783600000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785790800000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785794400000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785805200000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785812400000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785834000000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785880800000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785888000000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785895200000,LOW,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785952800000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785956400000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785960000000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1785978000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786021200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786024800000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786096800000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786100400000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786104000000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786107600000,LOW,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786111200000,LOW,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786122000000,LOW,4,-0.5
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786129200000,LOW,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786140000000,LOW,4,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786158000000,LOW,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786165200000,LOW,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786168800000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786172400000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786183200000,LOW,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786190400000,LOW,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786197600000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786201200000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786204800000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786230000000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786244400000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786255200000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786280400000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786294800000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786323600000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786327200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786338000000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786345200000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786348800000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786352400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786356000000,HIGH,3,-0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786363200000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786366800000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786374000000,HIGH,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786381200000,HIGH,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786388400000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786395600000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786402800000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786424400000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786431600000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786438800000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786460400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786464000000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786482000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786489200000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786532400000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786539600000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786543200000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786572000000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786582800000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786597200000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786600800000,HIGH,3,-0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786608000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786647600000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786698000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786701600000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786726800000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786730400000,LOW,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786734000000,LOW,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786741200000,LOW,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Discovery,1786759200000,LOW,3,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786860000000,LOW,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786874400000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786885200000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786899600000,LOW,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786914000000,LOW,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786932000000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786939200000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786946400000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786968000000,HIGH,4,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786975200000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786986000000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786993200000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1786996800000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787000400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787018400000,HIGH,4,0.5
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787025600000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787032800000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787036400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787040000000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787115600000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787119200000,LOW,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787126400000,LOW,4,0.5
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787130000000,LOW,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787148000000,LOW,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787155200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787162400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787166000000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787180400000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787220000000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787266800000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787623200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787630400000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787644800000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787648400000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787652000000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787655600000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787659200000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787662800000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787677200000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787684400000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787691600000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787709600000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787713200000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787716800000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787720400000,HIGH,11,0.2727272727272727
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787727600000,HIGH,3,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787731200000,HIGH,6,0.6666666666666666
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787734800000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787738400000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787745600000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787749200000,HIGH,6,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787756400000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787763600000,HIGH,3,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787774400000,HIGH,9,-0.7777777777777778
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787785200000,HIGH,5,-0.6
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787792400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787796000000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787799600000,HIGH,7,-0.7142857142857143
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787803200000,HIGH,3,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787806800000,HIGH,4,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787824800000,HIGH,9,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787828400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787832000000,HIGH,7,-0.14285714285714285
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787835600000,HIGH,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787846400000,HIGH,4,-0.5
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787850000000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787853600000,HIGH,6,0.6666666666666666
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787860800000,HIGH,5,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787864400000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787871600000,HIGH,3,0.3333333333333333
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787875200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787878800000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787882400000,HIGH,6,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787889600000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787893200000,HIGH,4,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787896800000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787907600000,HIGH,7,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787911200000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787918400000,HIGH,6,0.6666666666666666
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787922000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787925600000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787965200000,HIGH,7,0.42857142857142855
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787976000000,HIGH,4,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787990400000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1787997600000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788001200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788008400000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788019200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788022800000,HIGH,4,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788030000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788033600000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788037200000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788040800000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788051600000,HIGH,2,0.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788062400000,HIGH,2,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788069600000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788080400000,HIGH,3,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788091200000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788094800000,HIGH,1,-1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788102000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788112800000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788120000000,HIGH,1,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788123600000,HIGH,2,1.0
BRF2-001,avg_cross_asset_corr_24h,Holdout,1788130800000,HIGH,4,1.0
BRF2-001,market_rv_24h,Discovery,1785463200000,LOW,5,1.0
BRF2-001,market_rv_24h,Discovery,1785474000000,LOW,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785477600000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1785481200000,LOW,4,1.0
BRF2-001,market_rv_24h,Discovery,1785499200000,LOW,4,0.5
BRF2-001,market_rv_24h,Discovery,1785506400000,LOW,5,0.2
BRF2-001,market_rv_24h,Discovery,1785556800000,LOW,2,1.0
BRF2-001,market_rv_24h,Discovery,1785564000000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1785603600000,LOW,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785607200000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1785614400000,LOW,2,-1.0
BRF2-001,market_rv_24h,Discovery,1785639600000,HIGH,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785643200000,HIGH,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785661200000,HIGH,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785664800000,HIGH,1,1.0
BRF2-001,market_rv_24h,Discovery,1785672000000,HIGH,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785711600000,LOW,3,1.0
BRF2-001,market_rv_24h,Discovery,1785718800000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1785722400000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1785733200000,LOW,3,-1.0
BRF2-001,market_rv_24h,Discovery,1785754800000,LOW,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785758400000,LOW,2,-1.0
BRF2-001,market_rv_24h,Discovery,1785762000000,LOW,1,-1.0
BRF2-001,market_rv_24h,Discovery,1785812400000,HIGH,2,0.0
BRF2-001,market_rv_24h,Discovery,1785834000000,HIGH,3,0.3333333333333333
BRF2-001,market_rv_24h,Discovery,1785895200000,LOW,2,-1.0
BRF2-001,market_rv_24h,Discovery,1785988800000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1785996000000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1786014000000,HIGH,2,1.0
BRF2-001,market_rv_24h,Discovery,1786021200000,HIGH,1,-1.0
BRF2-001,market_rv_24h,Discovery,1786024800000,HIGH,1,1.0
BRF2-001,market_rv_24h,Discovery,1786032000000,HIGH,4,0.5
BRF2-001,market_rv_24h,Discovery,1786039200000,HIGH,3,1.0
BRF2-001,market_rv_24h,Discovery,1786042800000,HIGH,1,1.0
BRF2-001,market_rv_24h,Discovery,1786046400000,HIGH,2,0.0
BRF2-001,market_rv_24h,Discovery,1786050000000,HIGH,1,1.0
BRF2-001,market_rv_24h,Discovery,1786060800000,HIGH,1,1.0
BRF2-001,market_rv_24h,Discovery,1786068000000,HIGH,2,1.0
BRF2-001,market_rv_24h,Discovery,1786075200000,HIGH,2,-1.0
BRF2-001,market_rv_24h,Discovery,1786096800000,LOW,1,-1.0
BRF2-001,market_rv_24h,Discovery,1786100400000,LOW,1,-1.0
BRF2-001,market_rv_24h,Discovery,1786104000000,LOW,1,1.0
BRF2-001,market_rv_24h,Discovery,1786107600000,LOW,3,0.3333333333333333
BRF2-001,market_rv_24h,Discovery,1786111200000,LOW,2,1.0
BRF2-001,market_rv_24h,Discovery,1786158000000,HIGH,2,0.0
BRF2-001,market_rv_24h,Discovery,1786165200000,HIGH,4,0.0
