strategy,snapshot_count,mean_turnover_fraction,mean_selected_membership_hours,minimum_selected_count,empty_snapshot_count,insufficient_snapshot_count
BRF2-001,186,0.14222972972972972,27.240274599542335,16,0,0
CPM-RO-001,186,0.13918918918918918,27.813084112149532,16,0,0
MI-001,744,0.14998317631224764,6.617009449694274,16,0,0
MPG-001,744,0.057452893674293404,17.030042918454935,16,0,0
