strategy,selection_snapshot_id,effective_from_ms,additions,removals,turnover_fraction
MPG-001,stage3:MPG-001:1787713200000,1787716800000,0,0,0.0
MPG-001,stage3:MPG-001:1787716800000,1787720400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787720400000,1787724000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787724000000,1787727600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787727600000,1787731200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787731200000,1787734800000,1,1,0.0625
MPG-001,stage3:MPG-001:1787734800000,1787738400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787738400000,1787742000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787742000000,1787745600000,2,2,0.125
MPG-001,stage3:MPG-001:1787745600000,1787749200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787749200000,1787752800000,2,2,0.125
MPG-001,stage3:MPG-001:1787752800000,1787756400000,2,2,0.125
MPG-001,stage3:MPG-001:1787756400000,1787760000000,0,0,0.0
MPG-001,stage3:MPG-001:1787760000000,1787763600000,0,0,0.0
MPG-001,stage3:MPG-001:1787763600000,1787767200000,0,0,0.0
MPG-001,stage3:MPG-001:1787767200000,1787770800000,0,0,0.0
MPG-001,stage3:MPG-001:1787770800000,1787774400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787774400000,1787778000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787778000000,1787781600000,0,0,0.0
MPG-001,stage3:MPG-001:1787781600000,1787785200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787785200000,1787788800000,1,1,0.0625
MPG-001,stage3:MPG-001:1787788800000,1787792400000,2,2,0.125
MPG-001,stage3:MPG-001:1787792400000,1787796000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787796000000,1787799600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787799600000,1787803200000,3,3,0.1875
MPG-001,stage3:MPG-001:1787803200000,1787806800000,2,2,0.125
MPG-001,stage3:MPG-001:1787806800000,1787810400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787810400000,1787814000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787814000000,1787817600000,0,0,0.0
MPG-001,stage3:MPG-001:1787817600000,1787821200000,2,2,0.125
MPG-001,stage3:MPG-001:1787821200000,1787824800000,1,1,0.0625
MPG-001,stage3:MPG-001:1787824800000,1787828400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787828400000,1787832000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787832000000,1787835600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787835600000,1787839200000,2,2,0.125
MPG-001,stage3:MPG-001:1787839200000,1787842800000,1,1,0.0625
MPG-001,stage3:MPG-001:1787842800000,1787846400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787846400000,1787850000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787850000000,1787853600000,0,0,0.0
MPG-001,stage3:MPG-001:1787853600000,1787857200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787857200000,1787860800000,0,0,0.0
MPG-001,stage3:MPG-001:1787860800000,1787864400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787864400000,1787868000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787868000000,1787871600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787871600000,1787875200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787875200000,1787878800000,1,1,0.0625
MPG-001,stage3:MPG-001:1787878800000,1787882400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787882400000,1787886000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787886000000,1787889600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787889600000,1787893200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787893200000,1787896800000,1,1,0.0625
MPG-001,stage3:MPG-001:1787896800000,1787900400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787900400000,1787904000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787904000000,1787907600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787907600000,1787911200000,0,0,0.0
MPG-001,stage3:MPG-001:1787911200000,1787914800000,0,0,0.0
MPG-001,stage3:MPG-001:1787914800000,1787918400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787918400000,1787922000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787922000000,1787925600000,2,2,0.125
MPG-001,stage3:MPG-001:1787925600000,1787929200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787929200000,1787932800000,0,0,0.0
MPG-001,stage3:MPG-001:1787932800000,1787936400000,1,1,0.0625
MPG-001,stage3:MPG-001:1787936400000,1787940000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787940000000,1787943600000,0,0,0.0
MPG-001,stage3:MPG-001:1787943600000,1787947200000,2,2,0.125
MPG-001,stage3:MPG-001:1787947200000,1787950800000,3,3,0.1875
MPG-001,stage3:MPG-001:1787950800000,1787954400000,2,2,0.125
MPG-001,stage3:MPG-001:1787954400000,1787958000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787958000000,1787961600000,0,0,0.0
MPG-001,stage3:MPG-001:1787961600000,1787965200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787965200000,1787968800000,0,0,0.0
MPG-001,stage3:MPG-001:1787968800000,1787972400000,2,2,0.125
MPG-001,stage3:MPG-001:1787972400000,1787976000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787976000000,1787979600000,1,1,0.0625
MPG-001,stage3:MPG-001:1787979600000,1787983200000,1,1,0.0625
MPG-001,stage3:MPG-001:1787983200000,1787986800000,0,0,0.0
MPG-001,stage3:MPG-001:1787986800000,1787990400000,0,0,0.0
MPG-001,stage3:MPG-001:1787990400000,1787994000000,1,1,0.0625
MPG-001,stage3:MPG-001:1787994000000,1787997600000,2,2,0.125
MPG-001,stage3:MPG-001:1787997600000,1788001200000,1,1,0.0625
MPG-001,stage3:MPG-001:1788001200000,1788004800000,0,0,0.0
MPG-001,stage3:MPG-001:1788004800000,1788008400000,1,1,0.0625
MPG-001,stage3:MPG-001:1788008400000,1788012000000,1,1,0.0625
MPG-001,stage3:MPG-001:1788012000000,1788015600000,1,1,0.0625
MPG-001,stage3:MPG-001:1788015600000,1788019200000,2,2,0.125
MPG-001,stage3:MPG-001:1788019200000,1788022800000,1,1,0.0625
MPG-001,stage3:MPG-001:1788022800000,1788026400000,2,2,0.125
MPG-001,stage3:MPG-001:1788026400000,1788030000000,2,2,0.125
MPG-001,stage3:MPG-001:1788030000000,1788033600000,1,1,0.0625
MPG-001,stage3:MPG-001:1788033600000,1788037200000,2,2,0.125
MPG-001,stage3:MPG-001:1788037200000,1788040800000,1,1,0.0625
MPG-001,stage3:MPG-001:1788040800000,1788044400000,1,1,0.0625
MPG-001,stage3:MPG-001:1788044400000,1788048000000,2,2,0.125
MPG-001,stage3:MPG-001:1788048000000,1788051600000,1,1,0.0625
MPG-001,stage3:MPG-001:1788051600000,1788055200000,0,0,0.0
MPG-001,stage3:MPG-001:1788055200000,1788058800000,0,0,0.0
MPG-001,stage3:MPG-001:1788058800000,1788062400000,1,1,0.0625
MPG-001,stage3:MPG-001:1788062400000,1788066000000,2,2,0.125
MPG-001,stage3:MPG-001:1788066000000,1788069600000,0,0,0.0
MPG-001,stage3:MPG-001:1788069600000,1788073200000,2,2,0.125
MPG-001,stage3:MPG-001:1788073200000,1788076800000,1,1,0.0625
MPG-001,stage3:MPG-001:1788076800000,1788080400000,1,1,0.0625
MPG-001,stage3:MPG-001:1788080400000,1788084000000,0,0,0.0
MPG-001,stage3:MPG-001:1788084000000,1788087600000,1,1,0.0625
MPG-001,stage3:MPG-001:1788087600000,1788091200000,1,1,0.0625
MPG-001,stage3:MPG-001:1788091200000,1788094800000,2,2,0.125
MPG-001,stage3:MPG-001:1788094800000,1788098400000,1,1,0.0625
MPG-001,stage3:MPG-001:1788098400000,1788102000000,1,1,0.0625
MPG-001,stage3:MPG-001:1788102000000,1788105600000,0,0,0.0
MPG-001,stage3:MPG-001:1788105600000,1788109200000,1,1,0.0625
MPG-001,stage3:MPG-001:1788109200000,1788112800000,2,2,0.125
MPG-001,stage3:MPG-001:1788112800000,1788116400000,1,1,0.0625
MPG-001,stage3:MPG-001:1788116400000,1788120000000,1,1,0.0625
MPG-001,stage3:MPG-001:1788120000000,1788123600000,1,1,0.0625
MPG-001,stage3:MPG-001:1788123600000,1788127200000,1,1,0.0625
MPG-001,stage3:MPG-001:1788127200000,1788130800000,1,1,0.0625
